,Gender,Customer Type,Type of Travel,Class,satisfaction,Age,Flight Distance,Inflight entertainment,Baggage handling,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes
95590,Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,42,1162,2,2,2,11,19.0
95591,Male,Loyal Customer,Business travel,Business,satisfied,59,529,5,5,3,0,0.0
95592,Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,26,862,1,3,1,3,2.0
95593,Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,22,868,2,5,2,0,0.0
95594,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,61,458,4,4,1,30,21.0
95595,Male,Loyal Customer,Personal Travel,Business,satisfied,35,1185,2,2,3,0,0.0
95596,Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,23,461,4,3,4,0,5.0
95597,Male,disloyal Customer,Business travel,Eco,satisfied,25,241,4,3,4,0,0.0
95598,Male,disloyal Customer,Business travel,Business,satisfied,24,473,5,5,5,10,2.0
95599,Male,Loyal Customer,Business travel,Business,satisfied,54,2611,4,4,5,0,14.0
95600,Male,Loyal Customer,Business travel,Eco,satisfied,44,1674,5,4,5,0,0.0
95601,Male,Loyal Customer,Business travel,Business,satisfied,52,3395,3,3,1,0,0.0
95602,Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,29,641,5,4,5,50,40.0
95603,Female,Loyal Customer,Business travel,Business,satisfied,16,1448,4,2,4,3,0.0
95604,Male,Loyal Customer,Business travel,Business,satisfied,60,1943,5,5,4,0,0.0
95605,Male,Loyal Customer,Business travel,Business,satisfied,37,1909,5,5,5,0,0.0
95606,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,22,1670,4,4,4,0,3.0
95607,Female,disloyal Customer,Business travel,Business,neutral or dissatisfied,21,266,3,3,3,1,0.0
95608,Male,Loyal Customer,Business travel,Business,satisfied,22,647,4,5,4,15,10.0
95609,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,10,1035,1,3,1,0,0.0
95610,Male,Loyal Customer,Business travel,Business,satisfied,47,406,4,4,3,0,0.0
95611,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,37,127,1,3,1,0,0.0
95612,Male,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,35,368,3,1,3,44,38.0
95613,Female,Loyal Customer,Business travel,Business,satisfied,32,315,5,4,5,5,0.0
95614,Male,Loyal Customer,Business travel,Business,satisfied,54,3620,4,4,4,0,0.0
95615,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,34,588,3,5,3,7,0.0
95616,Female,disloyal Customer,Business travel,Business,satisfied,25,484,5,4,5,0,0.0
95617,Female,disloyal Customer,Business travel,Business,neutral or dissatisfied,25,337,2,4,2,0,0.0
95618,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,20,2218,3,4,3,1,0.0
95619,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,65,495,1,4,1,0,0.0
95620,Female,Loyal Customer,Business travel,Business,satisfied,30,134,4,5,4,61,58.0
95621,Female,Loyal Customer,Business travel,Business,satisfied,50,414,4,4,5,0,0.0
95622,Female,Loyal Customer,Business travel,Business,satisfied,59,1892,5,5,4,0,0.0
95623,Male,Loyal Customer,Business travel,Business,satisfied,25,3549,5,4,5,0,26.0
95624,Female,Loyal Customer,Business travel,Business,satisfied,43,2970,2,2,4,12,0.0
95625,Female,Loyal Customer,Business travel,Business,satisfied,25,3644,5,1,5,0,0.0
95626,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,35,622,2,4,2,5,49.0
95627,Male,disloyal Customer,Business travel,Business,satisfied,45,429,3,4,3,0,0.0
95628,Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,29,300,3,2,3,0,0.0
95629,Female,Loyal Customer,Personal Travel,Eco,satisfied,14,491,3,4,3,0,0.0
95630,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,28,237,4,4,4,78,82.0
95631,Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,31,2399,4,4,4,0,0.0
95632,Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,17,74,4,3,4,25,13.0
95633,Female,disloyal Customer,Business travel,Business,neutral or dissatisfied,39,448,1,4,1,0,0.0
95634,Male,Loyal Customer,Business travel,Eco,neutral or dissatisfied,52,488,4,2,4,27,28.0
95635,Female,Loyal Customer,Business travel,Business,satisfied,50,3191,2,2,3,0,0.0
95636,Female,Loyal Customer,Business travel,Business,satisfied,60,1958,4,4,3,12,0.0
95637,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,33,584,2,4,2,0,0.0
95638,Male,Loyal Customer,Business travel,Business,satisfied,52,3031,4,4,4,0,0.0
95639,Male,Loyal Customer,Business travel,Eco,neutral or dissatisfied,58,1199,1,4,1,0,0.0
95640,Female,Loyal Customer,Business travel,Eco,satisfied,42,1121,3,3,2,0,0.0
95641,Female,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,47,679,4,4,4,17,18.0
95642,Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,26,872,5,3,5,0,0.0
95643,Female,Loyal Customer,Business travel,Eco Plus,neutral or dissatisfied,57,753,3,3,3,0,5.0
95644,Female,Loyal Customer,Business travel,Business,satisfied,42,1605,5,5,4,4,0.0
95645,Male,Loyal Customer,Business travel,Business,satisfied,36,163,3,5,2,0,2.0
95646,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,15,562,1,4,1,1,0.0
95647,Male,Loyal Customer,Business travel,Business,satisfied,44,3722,5,5,4,0,0.0
95648,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,31,1050,4,3,4,0,0.0
95649,Male,Loyal Customer,Business travel,Business,satisfied,47,3255,4,4,4,10,0.0
95650,Female,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,19,331,5,5,5,0,0.0
95651,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,49,846,4,5,4,0,0.0
95652,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,60,758,5,4,5,52,62.0
95653,Male,Loyal Customer,Business travel,Business,satisfied,21,554,4,5,4,0,0.0
95654,Female,Loyal Customer,Business travel,Business,satisfied,30,1010,4,1,4,0,0.0
95655,Male,disloyal Customer,Business travel,Business,neutral or dissatisfied,42,226,4,5,4,0,0.0
95656,Male,Loyal Customer,Business travel,Business,satisfied,59,616,4,4,5,0,0.0
95657,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,23,351,3,5,3,3,0.0
95658,Male,Loyal Customer,Business travel,Business,satisfied,38,501,4,4,4,0,0.0
95659,Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,22,2576,5,3,5,68,65.0
95660,Male,Loyal Customer,Business travel,Business,satisfied,54,3519,5,5,4,0,0.0
95661,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,12,1587,5,4,5,0,2.0
95662,Male,Loyal Customer,Business travel,Eco,neutral or dissatisfied,50,550,4,1,4,0,0.0
95663,Male,disloyal Customer,Business travel,Eco Plus,neutral or dissatisfied,50,674,1,4,1,0,0.0
95664,Female,disloyal Customer,Business travel,Business,satisfied,26,1464,5,5,5,0,28.0
95665,Female,Loyal Customer,Business travel,Business,satisfied,47,1590,4,4,3,0,0.0
95666,Female,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,7,2586,3,4,3,6,11.0
95667,Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,62,1531,2,2,4,0,0.0
95668,Female,Loyal Customer,Business travel,Business,satisfied,53,405,5,5,5,0,0.0
95669,Female,Loyal Customer,Business travel,Eco,satisfied,25,680,5,2,5,0,0.0
95670,Female,Loyal Customer,Business travel,Business,satisfied,54,2863,4,4,5,7,0.0
95671,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,57,529,1,1,5,0,0.0
95672,Female,Loyal Customer,Business travel,Business,satisfied,32,2556,5,4,5,0,0.0
95673,Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,20,247,3,4,3,0,0.0
95674,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,23,448,5,5,5,0,19.0
95675,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,52,687,1,1,4,27,39.0
95676,Female,Loyal Customer,Business travel,Business,satisfied,50,3643,4,4,3,2,6.0
95677,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,68,1325,3,2,3,0,0.0
95678,Male,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,42,95,1,1,1,115,120.0
95679,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,43,583,2,2,4,0,0.0
95680,Female,Loyal Customer,Business travel,Eco,satisfied,53,453,5,5,4,1,0.0
95681,Female,Loyal Customer,Business travel,Business,satisfied,49,2399,4,4,5,0,0.0
95682,Female,Loyal Customer,Personal Travel,Eco,satisfied,12,125,5,3,5,4,4.0
95683,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,60,431,1,4,1,0,0.0
95684,Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,34,304,1,1,2,0,0.0
95685,Male,disloyal Customer,Business travel,Business,satisfied,25,2454,4,4,2,0,1.0
95686,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,68,936,5,5,5,21,0.0
95687,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,46,2300,4,4,4,12,1.0
95688,Male,Loyal Customer,Business travel,Business,satisfied,53,1967,5,5,3,9,12.0
95689,Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,45,116,4,2,2,0,8.0
95690,Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,72,2009,2,2,4,0,0.0
95691,Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,24,569,3,5,3,19,9.0
95692,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,16,200,4,5,4,0,0.0
95693,Male,Loyal Customer,Business travel,Eco,satisfied,39,500,3,5,3,8,0.0
95694,Male,Loyal Customer,Business travel,Business,satisfied,57,255,5,5,3,49,48.0
95695,Female,Loyal Customer,Business travel,Eco,neutral or dissatisfied,58,429,2,2,4,16,33.0
95696,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,47,1258,3,1,3,0,10.0
95697,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,9,607,1,5,1,2,17.0
95698,Female,Loyal Customer,Business travel,Business,satisfied,43,3947,4,4,4,19,9.0
95699,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,69,2475,3,4,2,9,4.0
95700,Male,Loyal Customer,Business travel,Business,satisfied,28,1488,5,5,5,0,5.0
95701,Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,26,853,5,4,5,0,0.0
95702,Male,disloyal Customer,Business travel,Business,satisfied,27,189,4,4,4,0,0.0
95703,Female,Loyal Customer,Business travel,Business,satisfied,38,1056,1,4,4,267,287.0
95704,Male,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,26,516,1,4,1,11,9.0
95705,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,18,262,1,5,1,0,0.0
95706,Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,20,377,4,3,4,108,95.0
95707,Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,65,308,2,3,2,0,3.0
95708,Male,Loyal Customer,Business travel,Business,satisfied,40,349,4,4,5,12,5.0
95709,Male,Loyal Customer,Business travel,Eco,neutral or dissatisfied,53,679,3,4,3,0,0.0
95710,Female,Loyal Customer,Business travel,Business,satisfied,47,3405,4,4,4,0,0.0
95711,Male,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,59,626,2,4,2,0,0.0
95712,Female,Loyal Customer,Business travel,Business,satisfied,37,190,4,4,5,0,0.0
95713,Male,Loyal Customer,Business travel,Eco,neutral or dissatisfied,47,918,1,2,1,0,0.0
95714,Female,Loyal Customer,Business travel,Business,satisfied,47,3447,2,2,5,1,8.0
95715,Male,Loyal Customer,Business travel,Business,satisfied,59,1464,5,5,5,0,0.0
95716,Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,39,427,4,1,4,0,0.0
95717,Male,Loyal Customer,Business travel,Business,satisfied,45,4243,5,4,3,0,0.0
95718,Female,Loyal Customer,Business travel,Business,satisfied,44,1747,5,5,1,0,17.0
95719,Male,Loyal Customer,Business travel,Business,satisfied,47,3624,4,4,4,0,0.0
95720,Female,Loyal Customer,Business travel,Eco Plus,neutral or dissatisfied,73,391,3,3,1,0,4.0
95721,Male,Loyal Customer,Business travel,Business,satisfied,44,992,4,4,3,37,16.0
95722,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,19,163,2,5,2,0,0.0
95723,Male,Loyal Customer,Business travel,Business,satisfied,42,1599,4,4,4,0,0.0
95724,Female,Loyal Customer,Business travel,Eco,satisfied,42,677,4,4,3,0,0.0
95725,Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,21,1372,5,5,5,0,0.0
95726,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,18,1464,1,4,1,27,31.0
95727,Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,23,488,4,5,4,0,0.0
95728,Female,disloyal Customer,Business travel,Business,neutral or dissatisfied,24,631,1,4,1,1,0.0
95729,Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,40,2430,1,1,2,26,15.0
95730,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,15,1119,3,5,3,1,0.0
95731,Female,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,64,696,4,5,3,14,0.0
95732,Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,41,2467,2,2,2,0,25.0
95733,Female,Loyal Customer,Business travel,Business,satisfied,28,1576,5,4,5,0,0.0
95734,Female,disloyal Customer,Business travel,Business,satisfied,44,728,4,5,4,0,0.0
95735,Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,17,1626,1,3,1,0,0.0
95736,Male,Loyal Customer,Business travel,Business,satisfied,25,903,5,5,5,0,0.0
95737,Male,Loyal Customer,Business travel,Business,satisfied,53,2330,4,4,3,0,0.0
95738,Male,Loyal Customer,Business travel,Business,satisfied,49,405,4,4,3,15,6.0
95739,Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,19,611,3,4,3,0,0.0
95740,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,65,577,1,1,5,2,0.0
95741,Male,Loyal Customer,Personal Travel,Business,neutral or dissatisfied,26,316,2,5,2,1,0.0
95742,Male,Loyal Customer,Business travel,Business,satisfied,30,752,3,2,3,14,1.0
95743,Female,Loyal Customer,Business travel,Business,satisfied,37,373,4,4,1,0,0.0
95744,Female,Loyal Customer,Business travel,Business,satisfied,31,1727,5,3,5,0,0.0
95745,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,42,1346,1,4,1,40,26.0
95746,Female,Loyal Customer,Business travel,Business,satisfied,38,2032,2,2,3,2,0.0
95747,Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,60,3980,3,3,4,0,0.0
95748,Female,Loyal Customer,Business travel,Business,satisfied,46,1789,4,4,5,0,0.0
95749,Male,Loyal Customer,Business travel,Business,satisfied,54,3790,1,1,4,0,18.0
95750,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,23,669,3,5,3,0,0.0
95751,Male,Loyal Customer,Business travel,Eco Plus,neutral or dissatisfied,28,1045,2,3,2,0,0.0
95752,Male,Loyal Customer,Business travel,Business,satisfied,58,2637,4,4,5,21,22.0
95753,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,48,700,2,5,2,0,0.0
95754,Male,Loyal Customer,Business travel,Business,satisfied,55,1020,4,4,4,0,0.0
95755,Female,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,33,162,1,4,1,0,0.0
95756,Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,53,3033,3,4,1,42,36.0
95757,Female,Loyal Customer,Business travel,Business,satisfied,57,577,5,5,4,0,0.0
95758,Male,Loyal Customer,Business travel,Business,satisfied,33,1450,3,4,3,0,0.0
95759,Male,Loyal Customer,Personal Travel,Business,satisfied,30,920,1,5,1,0,0.0
95760,Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,45,315,2,3,2,0,0.0
95761,Male,Loyal Customer,Business travel,Business,satisfied,40,2209,4,4,5,0,0.0
95762,Female,Loyal Customer,Business travel,Business,satisfied,40,2721,4,4,3,3,0.0
95763,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,32,433,1,2,1,0,0.0
95764,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,32,715,5,1,5,4,0.0
95765,Female,Loyal Customer,Business travel,Business,satisfied,38,2153,5,5,2,2,0.0
95766,Female,Loyal Customer,Business travel,Business,satisfied,58,3670,3,3,4,1,1.0
95767,Female,Loyal Customer,Personal Travel,Business,satisfied,24,1120,5,3,5,8,4.0
95768,Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,77,277,1,1,1,1,0.0
95769,Female,Loyal Customer,Personal Travel,Eco,satisfied,49,277,1,1,4,1,0.0
95770,Female,Loyal Customer,Business travel,Business,satisfied,40,200,3,5,1,0,0.0
95771,Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,25,334,4,4,4,0,0.0
95772,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,34,316,1,4,1,0,0.0
95773,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,53,528,2,4,2,31,65.0
95774,Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,26,588,3,3,3,0,0.0
95775,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,10,290,3,5,3,0,0.0
95776,Female,Loyal Customer,Business travel,Business,satisfied,48,414,4,4,3,22,6.0
95777,Female,Loyal Customer,Business travel,Business,satisfied,27,1919,4,3,4,0,24.0
95778,Female,Loyal Customer,Business travel,Business,satisfied,40,2475,4,4,4,0,0.0
95779,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,15,543,2,4,2,0,0.0
95780,Female,Loyal Customer,Business travel,Business,satisfied,48,1121,2,2,5,0,16.0
95781,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,53,618,5,5,5,0,0.0
95782,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,69,936,3,5,3,0,0.0
95783,Male,Loyal Customer,Business travel,Business,satisfied,40,216,5,5,5,0,0.0
95784,Male,Loyal Customer,Business travel,Business,satisfied,31,1147,5,5,5,12,67.0
95785,Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,22,448,4,5,2,153,154.0
95786,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,18,700,3,4,3,0,0.0
95787,Female,Loyal Customer,Business travel,Business,satisfied,24,1529,4,3,4,0,0.0
95788,Male,disloyal Customer,Business travel,Business,satisfied,21,189,3,4,3,0,0.0
95789,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,49,447,1,5,1,42,26.0
95790,Female,Loyal Customer,Business travel,Business,satisfied,26,2253,5,5,5,0,0.0
95791,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,45,351,1,5,1,39,38.0
95792,Male,disloyal Customer,Business travel,Business,neutral or dissatisfied,36,130,1,4,1,0,0.0
95793,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,45,604,4,3,4,4,23.0
95794,Female,disloyal Customer,Business travel,Eco,satisfied,20,231,5,5,5,0,0.0
95795,Male,Loyal Customer,Business travel,Eco,satisfied,45,337,4,4,4,0,0.0
95796,Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,54,1592,1,1,4,7,13.0
95797,Male,Loyal Customer,Business travel,Business,satisfied,57,2901,4,4,3,0,5.0
95798,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,43,342,3,5,3,0,0.0
95799,Female,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,21,1436,4,2,4,92,98.0
95800,Male,Loyal Customer,Business travel,Business,satisfied,46,1733,4,4,3,0,3.0
95801,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,52,444,1,4,1,3,0.0
95802,Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,33,2218,4,2,4,0,0.0
95803,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,8,2342,2,4,2,0,0.0
95804,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,37,416,2,3,2,39,53.0
95805,Female,Loyal Customer,Business travel,Business,satisfied,49,190,4,5,5,96,84.0
95806,Male,Loyal Customer,Business travel,Business,satisfied,42,2522,4,4,4,17,0.0
95807,Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,40,3212,1,1,1,37,11.0
95808,Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,22,89,1,3,1,0,0.0
95809,Male,Loyal Customer,Business travel,Eco,neutral or dissatisfied,36,1190,1,1,1,2,0.0
95810,Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,31,3118,1,4,1,0,0.0
95811,Female,Loyal Customer,Business travel,Eco Plus,satisfied,63,697,4,4,5,0,0.0
95812,Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,35,667,4,2,4,0,0.0
95813,Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,47,564,2,3,2,25,38.0
